Product name,link,nutritional_info/Grasimi,nutritional_info/Valoare energetica,nutritional_info/Glucide,nutritional_info/Fibre,nutritional_info/Sodiu,nutritional_info/Proteine,nutritional_info/Grasimi saturate,Ingrediente,Alergeni
"Praline cu alune, nuga si caramel acoperite cu ciocolata 400g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-cu-alune-nuga-si-caramel-acoperite-cu-ciocolata-400g/p/8415,28.8 g/100 g,522 kcal/100 g,59.0 g/100 g,N/A,0.26 g/100 g,6.0 g/100 g,12.7 g/100 g,"Zahar, grasimi vegetale (palmier, shea), ALUNE, sirop de glucoza, LAPTE praf degresat, agent de umezire: sirop de sorbitol, masa de cacao, LAPTE degresat condensat, ZER condensat, LACTOZA, cacao cu continut scazut de grasimi, unt de cacao, grasimi din UNT, sirop de trestie de zahar, produse din ZER, emulsifiant: lecitine (SOIA), sare, arome.","Contine: alune, lapte si soia. Poate contine bucati de migdale, arahide si alte fructe in coaja."
"Trufe de ciocolata amaruie, 60% cacao 200g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Trufe-de-ciocolata-amaruie-60-cacao-200g/p/6374,52 g/100 g,637 kcal/100 g,34 g/100 g,N/A,0.05 g/100 g,5.0 g/100 g,37 g/100 g,"Masa de cacao, zahar, grasime vegetala (nuca de cocos, sambure de palmier), unt de cacao, grasime anhidra din LAPTE, LAPTE pudra integral, emulsifiant (lecitina din SOIA), LAPTE pudra degresat, LACTOZA, vanilie, arome, extract din malt de ORZ. Ciocolata amaruie contine substanta uscata de cacao minim 60%.","Contine lapte, soia si gluten. Poate contine alune de padure si alte nuci."
"Specialitati crocante de napolitana, cu alune de padure si ciocolata cu lapte 375g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Specialitati-crocante-de-napolitana-cu-alune-de-padure-si-ciocolata-cu-lapte-375g/p/87175,42.7 g/100 g,603 kcal/100 g,44.4 g/100 g,N/A,0.153 g/100 g,8.2 g/100 g,14.1 g/100 g,"Ciocolata cu lapte 30% (zahar, unt de cacao, masa de cacao, lapte praf degresat, unt dehidratat, emulgator (lecitina din soia), vanilina), alune (28.5%), zahar, ulei de palmier, faina de grau, zer praf, cacao degresata pudra, emulgator (lecitina din soia), agent de afanare (bicarbonat de sodiu), sare, vanilina.","Lapte, unt, soia, alune, grau, zer."
Praline asortate 172g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-asortate-172g/p/93780,18.8 g/100 g,N/A,N/A,N/A,N/A,N/A,18.8 g/100 g,"Ferrero Rocher: ciocolata cu lapte 30% (zahar, unt de cacao, masa de cacao, lapte praf degresat, unt deshidratat, emulgator: lecitina (soia), vanilina), alune (28,5%), zahar, ulei de palmier*, faina de grau, zer praf, cacao degresata pudra, emulgator: lecitina (soia), agent de afanare (bicarbonat de sodiu), sare, vanilina. Ferrero Rond Noir: ciocolata amaruie 31,5% (zahar, masa de cacao, unt de cacao, emulgator: lecitina (soia), vanilina, zahar, ulei de palmier*, cacao degresata pudra (7,5%),aluna (7%), zer praf, faina de grau, ciocolata cu lapte (zahar, unt de cacao, lapte praf integral, masa de cacao, emulgator: lecitina (soia), vanilina), amidon de grau, ulei de floarea soarelui, emulgator: lecitina (soia), unt de cacao, proteine din lapte, lapte praf degresat, agenti de afanare (bicarbonat de sodiu, bicarbonat de amoniu), sare, vanilina. Raffaello: grasimi vegetale, nuca de cocos deshidratata (23,5%), zahar, migdala, lapte praf degresat, zer praf, faina de grau, arome, emulgator",Poate contine urme de migdale.
Specialitati de ciocolata asortata 210g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Specialitati-de-ciocolata-asortata-210g/p/52341,41.9 g/100 g,603 kcal/100 g,47.7 g/100 g,N/A,0.22 g/100 g,7.4 g/100 g,24.7 g/100 g,"Zahar, masa de cacao, unt de cacao, grasimi vegetale (shea, palmier), LAPTE praf integral, frisc praf, grasimi UNT, LAPTE praf degresat, ALUNE macinate, lactoza, zara praf, emulsifiant (lecitine din SOIA), MIGDALE macinate, arome, sare.","Toate sortimentele pot contine bucati de alune, migdale, arahide si alte fructe in coaja si ou. Contine lapte si soia."
Ciocolata cu lapte 180g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-180g/p/54516,33.2 g/100 g,545 kcal/100 g,51.7 g/100 g,N/A,0.21 g/100 g,7.7 g/100 g,20 g/100 g,"Zahar, LAPTE praf integral, unt de cacao, masa de cacao, emulsifiant: lecitina de SOIA. Cacao: min.32%.","Contine lapte si soia. Poate contine urme de: arahide, oua, gluten si fructe cu coaja lemnoasa."
Mix de ciocolata Moments 97g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Mix-de-ciocolata-Moments-97g/p/63553,32 g/100 g,541 kcal/100 g,56 g/100 g,1.8 g/100 g,0.3 g/100 g,5.9 g/100 g,17 g/100 g,"Zahar, unt de cacao, LAPTE praf degresat, masa de cacao, zer praf (LAPTE), ulei de palmier, grasime din LAPTE, ALUNE de padure, sirop de glucoza, faina de GRAU, MIGDALE maruntite, emulsifianti (lecitine din SOIA, E471), sirop de glucoza-fructoza, cacao cu continut redus de grasime, pasta de ALUNE de padure, amidon de GRAU, pasta de MIGDALE, sare, agenti de afanare (E501, E503, E500), arome, uleiuri vegetale (SOIA, bumbac), corector de aciditate (E524). Cacao: 30% min. in ciocolata cu lapte.","Contine: lapte, alune de padure, gluten, migdale si soia. Poate contine alte fructe cu coaja lemnoasa."
Miniaturi batoane de ciocolata 400g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Miniaturi-batoane-de-ciocolata-400g/p/32668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Lapte, soia, ou, arahide, orz."
Ciocolata cu crema de alune 112g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-crema-de-alune-112g/p/14429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Zahar, unt de cacao, bucati de alune (14.2%), lapte praf integral (12.3%), masa de cacao, grasimi din lapte praf, lactoza, produse din zer, grasimi din unt (0.8%), emulsifiant (lecitine (soia), aroma naturala, extract de vanilie.","Lapte, lactoza, zer, soia. Poate contine migdale, arahide si alte fructe in coaja tare."
Napolitana cu umplutura de lapte si alune de padure Happy Hippo 20.7g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Napolitana-cu-umplutura-de-lapte-si-alune-de-padure-Happy-Hippo-20-7g/p/34403,38.9 g/100 g,588 kcal/100 g,50.3 g/100 g,N/A,0.358 g/100 g,8.5 g/100 g,16.8 g/100 g,"Zahar, grasimi vegetale (palmier, shea), LAPTE praf degresat 12.5%, ALUNE de PADURE 12%, faina de GRAU 8.5%, LAPTE praf integral 7.5%, ZER praf, amidon de GRAU, emulgator: lecitina (SOIA), ulei de floarea-soarelui, proteine din LAPTE, agenti de afanare (bicarbonat de sodiu, bicarbonat de amoniu), sare, vanilina, cacao degresata pudra.","Contine lapte, gluten, alune de padure si soia."
Ciocolata alba cu crema de lapte 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-alba-cu-crema-de-lapte-90g/p/47797,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Baton Proteic cu ciocolata, rom, cafea 41g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-Proteic-cu-ciocolata-rom-cafea-41g/p/33207,42 g/100 g,549 kcal/100 g,9.6 g/100 g,7.2 g/100 g,0.15 g/100 g,30 g/100 g,24 g/100 g,"Proteine din LAPTE 32.5%, grasimi vegetale (ulei de palmier, ulei de shea), unt de cacao, masa de cacao, indulcitor (isomalt), LAPTE praf integral, fibre din radacine de cicoare (inulina), zahar, granule de cacao 2%, pudra de cacao cu continut redus de grasime, emulsifianti (lecitina din SOIA, poliricinoleat de poliglicerina), grasime din LAPTE, cafea macinata 0.4%, rom 0.08%, arome, indulcitor (sucraloza).","LAPTE, SOIA. Poate contine urme de ARAHIDE, FRUCTE CU COAJA LEMNOASA, CEREALE care contin GLUTEN, OUA."
"Baton Proteic ciocolata, rom, arahide 41g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-Proteic-ciocolata-rom-arahide-41g/p/33206,17 g/100 g,223 kcal/100 g,4.1 g/100 g,2.9 g/100 g,0.06 g/100 g,12 g/100 g,9.4 g/100 g,"Proteine din LAPTE 32.5%, grasimi vegetale (ulei de palmier, ulei de shea), unt de cacao, masa de cacao, indulcitor (isomalt), LAPTE praf integral, fibre din radacina de cicoare (inulina), zahar, pudra de cacao cu continut redus de grasime, bucati de boabe de SOIA coapte 1.8%, emulsifianti (lecitina din SOIA, poliricioleat de poliglicerina), grasime din LAPTE, ARAHIDE prajite 0.4%, rom 0.08%, arome, indulcitor (sucraloza).","LAPTE, SOIA, ARAHIDE. Poate contine urme de FRUCTE CU COAJA LEMNOASA, CEREALE CARE contin GLUTEN, OUA."
Ciocolata neagra cu sare 75% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-cu-sare-75-cacao-100g/p/33631,41 g/100 g,541 kcal/100 g,26 g/100 g,15 g/100 g,0.63 g/100 g,9.4 g/100 g,25 g/100 g,"Masa de cacao, zahar, pudra de cacao cu continut redus de grasime, sare de mare 0.6%, emulsifianti: lecitina de SOIA.","Poate contine urme de CEREALE CARE CONTIN GLUTEN, OUA, LAPTE, FRUCTE CU COAJA LMNOASA, SOIA."
Ciocolata 64% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-64-cacao-100g/p/33622,39 g/100 g,560 kcal/100 g,38 g/100 g,N/A,0.03 g/100 g,8.2 g/100 g,25 g/100 g,"Masa de cacao, zahar, unt de cacao, aroma naturala de vanilie.","Poate contine urme de: CEREALE CARE CONTIN GLUTEN, OUA, SOIA, LAPTE (INCLUSIV LACTOZA), FRUCTE CU COAJA LEMNOASA."
Ciocolata 80% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-80-cacao-100g/p/33620,48 g/100 g,587 kcal/100 g,24 g/100 g,13 g/100 g,0.03 g/100 g,8.6 g/100 g,30 g/100 g,"Masa de cacao, zahar, unt de cacao, aroma naturala de vanilie.","Poate contine urme de: CEREALE CARE CONTIN GLUTEN, OUA, SOIA, LAPTE (INCLUSIV LACTOZA), FRUCTE CU COAJA LEMNOASA."
Ciocolata neagra cu capsuni si otet balsamic 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-cu-capsuni-si-otet-balsamic-90g/p/33616,31 g/100 g,511 kcal/100 g,48 g/100 g,N/A,0.03 g/100 g,5.40 g/100 g,19 g/100 g,"Ciocolata neagra 86% (masa de cacao, zahar, unt de cacao, emulgator: lecitina de SOIA, aroma naturala de vanilie), bucati cu capsuni 13% (piure de mere din concentrat, suc de mere din concentrat, piure de capsuni 23%, fibre de citrice, agent de gelifiere : pectine, aroma naturala de capsuni, concentrate (mar, soc, aronia)), otet balsamic pudra 1% (din afara UE) (otet balsamic, maltodextrina).","SOIA. POATE CONTINE URME DE CEREALE CARE CONTIN GLUTEN, OUA, LAPTE, ARAHIDE, ALTE FRUCTE CU COAJA LEMNOASA."
Ciocolata neagra 75% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-75-cacao-100g/p/33619,42 g/100 g,544 kcal/100 g,26 g/100 g,15 g/100 g,0.03 g/100 g,9.5 g/100 g,25 g/100 g,"Masa de cacao, zahar, pudra de cacao cu continut redus de grasime, emulsifiant: lecitina de SOIA.","Poate contine GLUTEN, OUA, LAPTE, FRUCTE CU COAJA LEMNOASA SI SOIA."
Ciocolata neagra cu lime si ghimbir 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-cu-lime-si-ghimbir-90g/p/33612,33 g/100 g,522 kcal/100 g,46 g/100 g,N/A,0.03 g/100 g,5.70 g/100 g,20 g/100 g,"Ciocolata neagra 92,8% (masa de cacao, zahar, unt de cacao, emulgator: lecitina de SOIA, aroma naturala de vanilie), bucati de lime 3,5% (zahar, suc de lamaie din concentrat 24,9%, amidon de tapioca, ulei de lime, bucati cu ghimbir 3.5% (sirop de glucoza, piure de ghimbir 5.6%, coaja de lamaie verde 0.2%).","SOIA. POATE CONTINE URME DE CEREALE CARE CONTIN GLUTEN, LAPTE, OUA, ARAHIDE, ALTE FRUCTE CU COAJA LEMNOASA."
"Ciocolata cu lapte cu pecan, caramel si sare de mare 150g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-pecan-caramel-si-sare-de-mare-150g/p/33611,40 g/100 g,583 kcal/100 g,47 g/100 g,N/A,0.33 g/100 g,6.90 g/100 g,18 g/100 g,"Ciocolata cu LAPTE 76,8% (zahar, unt de cacao, LAPTE praf, masa de cacao, grasime din LAPTE, emulgator: lecitine de SOIA, aroma naturala de vanilie),NUCI PECAN 15% (din UE), bucati de caramel 8% (zahar, sirop de glucoza, UT, smantana), sare de mare 0.2% (din UE).","LAPTE, SOIA, NUCI PECAN. POATE CONTINE URME DE CEREALE CARE CONTIN GLUTEN, OUA, ARAHIDE, ALTE FRUCTE CU COAJA LEMNOASA."
Ciocolata neagra cu migdale si cocos 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-cu-migdale-si-cocos-150g/p/33608,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ciocolata Tanzania 72% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-Tanzania-72-cacao-100g/p/33601,45 g/100 g,577 kcal/100 g,29 g/100 g,12 g/100 g,0.03 g/100 g,7.5 g/100 g,27 g/100 g,"Masa de cacao, zahar, unt de cacao.","Poate contine urmde de: CEREALE care contin GLUTEN, OU, LAPTE, SOIA, FRUCTE CU COAJA LEMNOASA."
"Ciocolata cu lapte cu macadamia, caju si stafide 150g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-macadamia-caju-si-stafide-150g/p/33597,34 g/100 g,541 kcal/100 g,50 g/100 g,N/A,0.15 g/100 g,7 g/100 g,18 g/100 g,"Ciocolata cu LAPTE 77,5% (zahar, unt de cacao, LAPTE praf, masa de cacao, grasime din LAPTE, emulgator: lecitine de SOIA, aroma naturala de vanilie), NUCI DE MACADAM 7,5% (NUCI DE MACADAM, zahar), CAJU 7,5%, stafide 7,5% (stafide 7,5%) ulei de floarea soarelui)).","LAPTE, NUCI DE MACADAMIA, NUCI CAJU, SOIA. POATE CONTINE URNE DE CEREALE CARE CONTIN GLUTEN, OUA, ARAHIDE, ALTE FRUCTE CU COAJA LEMNOASA."
Ciocolata neagra cu menta 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-cu-menta-100g/p/39178,32 g/100 g,535 kcal/100 g,52 g/100 g,N/A,0.10 g/100 g,6.0 g/100 g,19 g/100 g,"Zahar, masa de cacao, unt de cacao, grasime anhidra din LAPTE, emulsifiant(lecitina din SOIA), aroma naturala(ulei de menta). Ciocolata amaruie contine substanta uscata de cacao minim 47%.","Lapte, soia. Poate contine seminte de susan si nuci."
Ciocolata cu lapte cu umplutura cu cocos 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-umplutura-cu-cocos-90g/p/27368,34 g/100 g,553 kcal/100 g,56 g/100 g,N/A,0.15 g/100 g,5.70 g/100 g,22 g/100 g,"Zahar, unt de cacao, grasimi vegetale (palmier, shea), masa de cacao, LAPTE praf integral, LAPTE praf degresat, nuca de cocos deshidratata razuita 0.8%, grasimi din LAPTE, emulsifiant: lecitine (SOIA), aroma naturala, aroma de vanilie naturala.","Lapte, soia. Poate contine urme de fructe cu coaja lemnoasa si gluten."
Trufe cu ciocolata Ruby 165g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Trufe-cu-ciocolata-Ruby-165g/p/29726,32.70 g/100 g,525 kcal/100 g,51.80 g/100 g,2.70 g/100 g,0.16 g/100 g,4.70 g/100 g,19.40 g/100 g,N/A,"Lapte, soia, alune. Poate contine urme de migdale, fistic, nuca de cocos."
Praline de ciocolata cu menta si capsuni 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-cu-menta-si-capsuni-200g/p/32298,12.9 g/100 g,424 kcal/100 g,73.1 g/100 g,N/A,0.07 g/100 g,2.1 g/100 g,7.6 g/100 g,"Zahar, masa de cacao, sirop de glucoza, grasimi vegetale (palmier, shea), unt de cacao, grasimi din LAPTE, LAPTE praf degresat, ZER praf (din LAPTE), aroma naturala de capsuni cu alte arome naturale, stabilizator (invertaza), emulgator *lecitine), sare, ulei vegetal de menta, acidifiant (acid citric).","LAPTE, ZER."
Ciocolata cu lapte si alune 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-alune-80g/p/18057,31 g/100 g,540 kcal/100 g,57 g/100 g,2.7 g/100 g,0.24 g/100 g,6.3 g/100 g,16 g/100 g,"Zahar, masa de cacao, unt de cacao, LAPTE praf degresat, zer praf(din LAPTE), ALUNE DE PADURE maruntite 8%, grasimi vegetale(palmier, shea)grasime din LAPTE, emulsifianti(lecitine din SOIA), aroma. Ciocolata cu lapte contine substanta uscata minimum 25%.","Lapte, soia."
"Ciocolata cu lapte cu arahide, para si caramel sarat 180g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-arahide-para-si-caramel-sarat-180g/p/6703,33 g/100 g,538 kcal/100 g,52 g/100 g,N/A,0.20 g/100 g,7.60 g/100 g,21 g/100 g,"Zahar, ARAHIDE prajite 12%, unt de cacao, masa de cacao, LAPTE praf integral, para cuburi 4% (para 3%, zahar, concentrat de suc de lamaie, aroma naturala), caramel sarat cuburi 4% ((zahar, sirop de glucoza, fondant (zahar, sirop de glucoza, apa), LAPTE condensat indulcit (LAPTE praf integral, zahar), grasime vegetala (palmier), grasimi din LAPTE, sare 0,02%, aroma (conine colorant: caramel cu sulfit de amoniu)), grasimi vegetale (palmier,shea), LAPTE praf degresat, smantana pudra (LAPTE), emulsiifianti (lecitina din SOIA, poliricinoleat de poliglicerina), grasime din LAPTE, aroma naturala, aroma.","Arahide, lapte, soia. Poate contine urme de fructe cu coaja lemnoasa, gluten si oua."
Ciocolata amaruie cu zmeura 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-zmeura-100g/p/9546,32 g/100 g,536 kcal/100 g,52 g/100 g,N/A,0.09 g/100 g,6.1 g/100 g,19 g/100 g,"Zahar, masa de cacao, unt de cacao, grasime anhidra din LAPTE, zmeura 2%, emulsifiant (lecitina din SOIA), aroma natural.","SOIA, LAPTE. Poate contine SUSAN SI NUCI."
Ciocolata neagra 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-150g/p/26974,36 g/100 g,554 kcal/100 g,47 g/100 g,8.9 g/100 g,<0.01 g/100 g,5.9 g/100 g,22 g/100 g,"Zahar, masa de cacao, unt de cacao, cacao pudra degresata emulsifiant (lecitina de SOIA), aroma, LAPTE praf integral. Cacao: 54% min.",Contine soia si lapte. Poate contine urme de fructe cu coaja lemnoasa.
Bomboane glazurate cu ciocolata 250g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-glazurate-cu-ciocolata-250g/p/29781,19.2 g/100 g,444 kcal/100 g,64.2 g/100 g,N/A,0.1 g/100 g,3.8 g/100 g,10.6 g/100 g,"Ciocolata 53% (masa de cacao, zahar, unt de cacao, emulsifiant (lecitina din soia), E476, vanilina), sirop de glucoza, zahar, pireu de mere, acidifiant (acid citric), extracte (de coacaza neagra (0.1%), de visina 0.1%, de caise 0.1%, de capsuna 0.1%, arome identic naturale (de coacaza neagra), caise, capsuna, visina).",Soia.
Ciocolata amaruie 85% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-85-cacao-100g/p/93598,49.9 g/100 g,588 kcal/100 g,16.9 g/100 g,N/A,0.02 g/100 g,9.7 g/100 g,31.2 g/100 g,"Masa de cacao, zahar, emulsificator: lecitine, unt de cacao. Ciocolata amaruie: substanta uscata din cacao: 85% min.","Poate contine urme de gluten, lapte, nuci si soia."
Praline de ciocolata cu cireasa intreaga in lichior 262.5g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-cu-cireasa-intreaga-in-lichior-262-5g/p/61688,20.3 g/100 g,455 kcal/100 g,52.8 g/100 g,N/A,0.005 g/100 g,3 g/100 g,13.2 g/100 g,"Ciocolata 49% (zahar, masa de cacao, unt de cacao, emulgator, lecitina din SOIA), vanilina), zahar, cireasa intreaga (18%), lichior 13% (sirop de glucoza, apa, alcool, zahar, aroma), unt de cacao. Substanta uscata de cacao min.43% in ciocolata.",Contine soia. Poate contine lapte.
Baton de ciocolata cu lapte Maxi 210g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-lapte-Maxi-210g/p/34392,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ciocolata cu spuma cremoasa de mango 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Ciocolata-cu-spuma-cremoasa-de-mango-150g/p/38569,12 g/100 g,396 kcal/100 g,69 g/100 g,N/A,0.01 g/100 g,1.8 g/100 g,7.2 g/100 g,"Zahar, sirop de glucoza-fructoza, masa de cacao, unt de cacao, pulpa de banana, pulpa de mango (1%), acid citric, agent de gelifiere: gelatina, arome naturale, emulgatori: lecitina de SOIA, culoare: curcumina, amidon de GRAU.",Contine soia si gluten. Poate contine urme de lapte.
Trufe de ciocolata alba si capsuni 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Trufe-de-ciocolata-alba-si-capsuni-200g/p/24968,48 g/100 g,630 kcal/100 g,44 g/100 g,N/A,0.20 g/100 g,4.2 g/100 g,35 g/100 g,"Zahar, unt de cacao, GRASIMI VEGETALE(NUCA DE COCOS, MIEZ de palmier), lapte praf integral, LACTOZA, smantana praf 1.1%, emulsifiant(lecitina din SOIA), pudra de capsune 0.2%, aroma naturala, colorant(sfecla rosie), arome.","Lactoza, soia, nuca de cocos. Poate contine alune si alte nuci."
Specialitati de ciocolata 400g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Specialitati-de-ciocolata-400g/p/3407,36.1 g/100 g,563 kcal/100 g,49.9 g/100 g,N/A,0.18 g/100 g,7.8 g/100 g,20 g/100 g,Specialitati de ciocolata asortata umpluta si neumpluta. Ingrediente in functie de sortiment.,"Toate sortimentele pot contine bucati de alune, migdale, arahide si alte fructe cu coaja si ou."
"Praline de ciocolata, asortate 217g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-asortate-217g/p/23349,35 g/100 g,555 kcal/100 g,53 g/100 g,N/A,0.11 g/100 g,5.2 g/100 g,16 g/100 g,"Zahar, ALUNE pralinate 15% (ALUNE, zahar), LACTOZA, unt de cacao, grasime vegetala din palmier, masa de cacao, LAPTE praf, ALUNE 5%, MIGDALE 1%, MIGDALE pralinate 1% (zahar, MIGDALE), UNT concentrat, LAPTE praf degresat, bucatele de napolitana 0.5% (faina de GRAU si de orez, malt de GRAU, zahar, agent de afanare (carbonat acid de sodiu), dextroza, sare, aroma naturala de vanilie), feuilletine 0.5% (zahar, faina de GRAU, UNT concentrat, ZER pudra, sare, faina de malt din ORZ, agent de afanare (carbonat acid de sodiu)), emulsifiant (lecitian de SOIA), extract de malt din ORZ, arome, aroma naturala, miere, sirop de glucoza.","Contine: alune, lapte, migdale, gluten si soia. Poate contine oua si alte fructe cu coaja lemnoasa."
Ciocolata cu lapte si caramel sarat 180g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-caramel-sarat-180g/p/62090,32 g/100 g,536 kcal/100 g,53.2 g/100 g,N/A,0.74 g/100 g,7 g/100 g,19.4 g/100 g,"Zahar, LAPTE praf integral, unt de cacao, masa de cacao, caramel bucati 10% (zahar, sirop de glucoza, SMANTANA, UNT), sare de mare 0.5%, emulsifiant (LECITINA DE SOIA). Cacao minimum 32%.","Lapte, smantana, unt, soia. Poate contine urme de arahide, oua, gluten si fructe cu coaja lemnoasa."
Butoiase de ciocolata cu umplutura cu alcool si aroma de whisky 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Butoiase-de-ciocolata-cu-umplutura-cu-alcool-si-aroma-de-whisky-200g/p/25725,17 g/100 g,424 kcal/100 g,58 g/100 g,3.3 g/100 g,<0.01 g/100 g,2.1 g/100 g,10 g/100 g,"Ciocolata neagra 50% (zahar, masa de cacao, unt de cacao, grasime din LAPTE, emulsifiant: lecitina din SOIA, aroma), sirop de glucoza, zahar, alcool (4%), aroma, agent de umezire (invertaza), colorant (E 150d). Ciocolata neagra: substanta uscata de cacao: 45% minimum.","Contine lapte si soia. Poate contine arahide, fructe cu coaja lemnoasa, cereale, ou, lapte."
Ciocolata amaruie cu martipan 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-martipan-150g/p/97644,22 g/100 g,464 kcal/100 g,58 g/100 g,4.8 g/100 g,<0.01 g/100 g,6 g/100 g,7 g/100 g,"Zahar, MIGDALE (24%), pasta de cacao, umectant (sirop de sorbitol), sirop de glucoza, unt de cacao, UNT concentrat, emulsifiant (lecitina din SOIA), aroma, stabilizator (invertaza).Cacao: 46% minim in ciocolata neagra.","Migdale, soia, lapte. Poate contine urme de alte fructe cu coaja lemnoasa si grau."
